allkcats1	allkcats2	allkcats3	allkcats4	allkcats5
EC1.1.1.10	nadph	mesocricetus auratus	27	brenda
EC1.1.1.10	nadph	mus musculus	34	brenda
EC1.1.1.10	nadph	rattus norvegicus	25	brenda
EC1.1.1.10	nadph	trichoderma reesei	7.75	brenda
EC1.1.1.10	xylitol	cavia porcellus	20	brenda
EC1.1.1.10	xylitol	homo sapiens	0.6	brenda
EC1.1.1.10	xylitol	mesocricetus auratus	2	brenda
EC1.1.1.10	xylitol	mus musculus	17	brenda
EC1.1.1.10	xylitol	neurospora crassa	5.6	brenda
EC1.1.1.10	xylitol	rattus norvegicus	10	brenda
EC1.1.1.10	xylitol	trichoderma reesei	1	brenda
EC1.1.1.100	acetoacetyl-coa	cupriavidus necator	102	brenda
EC1.1.1.100	acetoacetyl-coa	mycobacterium tuberculosis	7	brenda
EC1.1.1.100	acetoacetyl-coa	plasmodium falciparum	265	brenda
EC1.1.1.100	acetoacetyl-coa	saccharomyces cerevisiae	117.5	brenda
EC1.1.1.100	acetoacetyl-coa	streptococcus pneumoniae	11	brenda
EC1.1.1.100	ethyl acetoacetate	escherichia coli	0.3	brenda
EC1.1.1.100	nadph	cupriavidus necator	102	brenda
EC1.1.1.100	nadph	escherichia coli	0.59	brenda
EC1.1.1.100	nadph	mycobacterium tuberculosis	7	brenda
EC1.1.1.100	nadph	plasmodium falciparum	344.7	brenda
EC1.1.1.100	nadph	saccharomyces cerevisiae	117.5	brenda
EC1.1.1.100	nadph	streptococcus pneumoniae	11	brenda
EC1.1.1.101	nadph	cavia porcellus	100	brenda
EC1.1.1.102	3-dehydrosphinganine	candida albicans	1.07	brenda
EC1.1.1.103	l-threonine	cupriavidus necator	50	brenda
EC1.1.1.103	l-threonine	escherichia coli k-12	135	brenda
EC1.1.1.103	l-threonine	mus musculus	47.3	brenda
EC1.1.1.103	l-threonine	pyrococcus horikoshii	551.7	brenda
EC1.1.1.103	l-threonine	sus scrofa	23.3	brenda
EC1.1.1.103	nad+	cupriavidus necator	38	brenda
EC1.1.1.103	nad+	pyrococcus horikoshii	551.7	brenda
EC1.1.1.105	all-trans-retinal	kangiella koreensis	0.028	brenda
EC1.1.1.105	all-trans-retinol	homo sapiens	0.02	brenda
EC1.1.1.107	d-arabinose	microbacterium luteolum	175	brenda
EC1.1.1.107	l-fucose	microbacterium luteolum	125	brenda
EC1.1.1.107	l-xylose	microbacterium luteolum	214	brenda
EC1.1.1.107	nad+	mesorhizobium loti	136	brenda
EC1.1.1.107	pyridoxal	mesorhizobium loti	149	brenda
EC1.1.1.107	pyridoxal	microbacterium luteolum	59.2	brenda
EC1.1.1.108	carnitine	rhizobium sp.	11.77	brenda
EC1.1.1.108	carnitine	xanthomonas translucens	1.97	brenda
EC1.1.1.11	d-arabinitol	gluconobacter oxydans	876	brenda
EC1.1.1.11	d-arabitol	gluconobacter oxydans	876	brenda
EC1.1.1.11	d-mannitol	gluconobacter oxydans	35.3	brenda
EC1.1.1.11	d-sorbitol	gluconobacter oxydans	19.7	brenda
EC1.1.1.11	glycerol	gluconobacter oxydans	16.3	brenda
EC1.1.1.11	ribitol	gluconobacter oxydans	13.4	brenda
EC1.1.1.11	xylitol	gluconobacter oxydans	177.2	brenda
EC1.1.1.119	d-glucose	haloferax mediterranei	0.5	brenda
EC1.1.1.119	d-glucose	sulfurisphaera tokodaii	10.1	brenda
EC1.1.1.119	nadp+	sulfurisphaera tokodaii	10.1	brenda
EC1.1.1.12	adonitol	neurospora crassa	18	brenda
EC1.1.1.12	d-sorbitol	aspergillus niger	809	brenda
EC1.1.1.12	d-sorbitol	rasamsonia emersonii	3.7	brenda
EC1.1.1.12	l-arabinitol	aspergillus niger	14.4	brenda
EC1.1.1.12	l-arabinitol	meyerozyma caribbica	0.108	brenda
EC1.1.1.12	l-arabinitol	neurospora crassa	20.2	brenda
EC1.1.1.12	l-arabinitol	penicillium chrysogenum	18.1	brenda
EC1.1.1.12	l-arabinitol	rasamsonia emersonii	5.3	brenda
EC1.1.1.12	l-arabinitol	trichoderma reesei	70	brenda
EC1.1.1.12	l-arabitol	aspergillus niger	863	brenda
EC1.1.1.12	nad+	aspergillus niger	8.23	brenda
EC1.1.1.12	nad+	neurospora crassa	20.1	brenda
EC1.1.1.12	nad+	penicillium chrysogenum	17.3	brenda
EC1.1.1.12	nad+	rasamsonia emersonii	4.7	brenda
EC1.1.1.12	nad+	trichoderma reesei	7.26	brenda
EC1.1.1.12	xylitol	aspergillus niger	1180	brenda
EC1.1.1.12	xylitol	neurospora crassa	15	brenda
EC1.1.1.12	xylitol	rasamsonia emersonii	3.25	brenda
EC1.1.1.120	d-galactose	rhizobium leguminosarum bv. trifolii	69.9	brenda
EC1.1.1.121	(r)-indanol	thermus thermophilus hb8	0.167	brenda
EC1.1.1.121	(r)-indanol	thermus thermophilus	0.17	brenda
EC1.1.1.121	(r)-tetralol	thermus thermophilus hb8	0.075	brenda
EC1.1.1.121	(r)-tetralol	thermus thermophilus	0.075	brenda
EC1.1.1.121	(s)-indanol	thermus thermophilus hb8	138.7	brenda
EC1.1.1.121	(s)-indanol	thermus thermophilus	138.7	brenda
EC1.1.1.121	(s)-tetralol	thermus thermophilus hb8	161.7	brenda
EC1.1.1.121	(s)-tetralol	thermus thermophilus	161.7	brenda
EC1.1.1.121	1-acenaphthenol	thermus thermophilus hb8	433.3	brenda
EC1.1.1.121	1-acenaphthenol	thermus thermophilus	4333	brenda
EC1.1.1.121	2-cyclohexen-1-ol	thermus thermophilus hb8	3.5	brenda
EC1.1.1.121	2-cyclohexen-1-ol	thermus thermophilus	3.5	brenda
EC1.1.1.121	2-deoxy-d-galactose	thermus thermophilus hb8	12.8	brenda
EC1.1.1.121	2-deoxy-d-galactose	thermus thermophilus	12.8	brenda
EC1.1.1.121	2-deoxy-d-glucose	thermus thermophilus hb8	6.93	brenda
EC1.1.1.121	2-deoxy-d-glucose	thermus thermophilus	6.9	brenda
EC1.1.1.121	4-chromanol	thermus thermophilus hb8	40.3	brenda
EC1.1.1.121	4-chromanol	thermus thermophilus	40.3	brenda
EC1.1.1.121	6-deoxy-d-glucose	thermus thermophilus hb8	6.35	brenda
EC1.1.1.121	6-deoxy-d-glucose	thermus thermophilus	6.35	brenda
EC1.1.1.121	alpha-tetralone	thermus thermophilus hb8	3.9	brenda
EC1.1.1.121	cellobiose	thermus thermophilus hb8	5.767	brenda
EC1.1.1.121	cellobiose	thermus thermophilus	5.77	brenda
EC1.1.1.121	cis-benzene dihydrodiol	thermus thermophilus hb8	7.383	brenda
EC1.1.1.121	cis-benzene dihydrodiol	thermus thermophilus	7.4	brenda
EC1.1.1.121	d-fucose	thermus thermophilus hb8	8.73	brenda
EC1.1.1.121	d-fucose	thermus thermophilus	8.7	brenda
EC1.1.1.121	d-galactosamine	thermus thermophilus hb8	0.3117	brenda
EC1.1.1.121	d-galactosamine	thermus thermophilus	0.31	brenda
EC1.1.1.121	d-galactose	thermus thermophilus hb8	8.25	brenda
EC1.1.1.121	d-galactose	thermus thermophilus	8.25	brenda
EC1.1.1.121	d-glucosamine	thermus thermophilus hb8	0.6217	brenda
EC1.1.1.121	d-glucosamine	thermus thermophilus	0.62	brenda
EC1.1.1.121	d-glucose	thermus thermophilus hb8	3.85	brenda
EC1.1.1.121	d-glucose	thermus thermophilus	3.85	brenda
EC1.1.1.121	d-talose	thermus thermophilus hb8	3.017	brenda
EC1.1.1.121	d-talose	thermus thermophilus	3	brenda
EC1.1.1.121	d-xylose	thermus thermophilus hb8	0.423	brenda
EC1.1.1.121	d-xylose	thermus thermophilus	0.42	brenda
EC1.1.1.121	isatin	thermus thermophilus hb8	981.7	brenda
EC1.1.1.121	l-arabinose	thermus thermophilus hb8	4.55	brenda
EC1.1.1.121	l-arabinose	thermus thermophilus	4.55	brenda
EC1.1.1.121	l-fucose	thermus thermophilus hb8	0.1067	brenda
EC1.1.1.121	l-fucose	thermus thermophilus	0.11	brenda
EC1.1.1.121	lactose	thermus thermophilus hb8	9.23	brenda
EC1.1.1.121	lactose	thermus thermophilus	9.23	brenda
EC1.1.1.121	phenyl-1,2-propanedione	thermus thermophilus hb8	16.83	brenda
EC1.1.1.127	nadh	pectobacterium carotovorum subsp. carotovorum	0.024	brenda
EC1.1.1.127	nadph	pectobacterium carotovorum subsp. carotovorum	0.021	brenda
EC1.1.1.133	nadh	salmonella enterica	25	brenda
EC1.1.1.133	nadph	salmonella enterica	29	brenda
EC1.1.1.136	nad+	escherichia coli	1.41	brenda
EC1.1.1.136	nad+	salmonella enterica subsp. enterica serovar typhi	15.5	brenda
EC1.1.1.136	udp-n-acetyl-d-glucosamine	escherichia coli	0.97	brenda
EC1.1.1.136	udp-n-acetyl-d-glucosamine	salmonella enterica subsp. enterica serovar typhi	15.5	brenda
EC1.1.1.14	3-deoxy-d-sorbitol	ovis aries	441	brenda
EC1.1.1.14	3-fluoro-d-sorbitol	ovis aries	350	brenda
EC1.1.1.14	4-deoxy-d-sorbitol	ovis aries	129	brenda
EC1.1.1.14	4-fluoro-d-sorbitol	ovis aries	354	brenda
EC1.1.1.14	6-deoxy-d-sorbitol	ovis aries	274	brenda
EC1.1.1.14	6-fluoro-d-sorbitol	ovis aries	559	brenda
EC1.1.1.14	d-sorbitol	candida sp. ha 167	161	brenda
EC1.1.1.14	d-sorbitol	ovis aries	506	brenda
EC1.1.1.14	d-sorbitol	rattus norvegicus	0.71	brenda
EC1.1.1.14	d-xylitol	rattus norvegicus	0.63	brenda
EC1.1.1.14	nad+	deinococcus geothermalis	2.7	brenda
EC1.1.1.14	nadp+	deinococcus geothermalis	1.42	brenda
EC1.1.1.141	(5z,13e)-(15s)-11alpha,15-dihydroxy-9-oxoprost-5,13-dienoate	homo sapiens	50	brenda
EC1.1.1.141	nad+	homo sapiens	50	sabiork
EC1.1.1.141	prostaglandin e2	homo sapiens	50	sabiork
EC1.1.1.145	(s)-1-indanol	homo sapiens	0.18	brenda
EC1.1.1.145	(s)-1-tetralol	homo sapiens	0.25	brenda
EC1.1.1.145	(s)-phenyl-1-butanol	homo sapiens	0.075	brenda
EC1.1.1.145	1,4-naphthoquinone	homo sapiens	0.88	brenda
EC1.1.1.145	1-phenylisatin	homo sapiens	41.7	brenda
EC1.1.1.145	16alpha-hydroxy-dehydroepiandrosterone	homo sapiens	0.09	brenda
EC1.1.1.145	16beta-hydroxy-dehydroepiandrosterone	homo sapiens	0.14	brenda
EC1.1.1.145	2,3-heptanedione	homo sapiens	40.2	brenda
EC1.1.1.145	2,3-hexanedione	homo sapiens	16.3	brenda
EC1.1.1.145	2,3-pentanedione	homo sapiens	26.7	brenda
EC1.1.1.145	4,4'-dimethylbenzil	homo sapiens	3.7	brenda
EC1.1.1.145	4-benzoylpyridine	homo sapiens	2	brenda
EC1.1.1.145	4-hexanoylpyridine	homo sapiens	33.3	brenda
EC1.1.1.145	4-nitrobenzaldehyde	homo sapiens	16.7	brenda
EC1.1.1.145	5alpha-androstane-3,17-dione	homo sapiens	0.097	brenda
EC1.1.1.145	5alpha-dihydrotestosterone	homo sapiens	0.095	brenda
EC1.1.1.145	5beta-androstan-17beta-ol-3-one	homo sapiens	0.083	brenda
EC1.1.1.145	5beta-androstan-3beta-ol-17-one	homo sapiens	0.017	brenda
EC1.1.1.145	5beta-androstane-3,17-dione	homo sapiens	0.077	brenda
EC1.1.1.145	5beta-androstane-3beta,17beta-diol	homo sapiens	0.017	brenda
EC1.1.1.145	5beta-pregnan-20alpha-ol-3-one	homo sapiens	0.07	brenda
EC1.1.1.145	5beta-pregnan-3beta-ol-20-one	homo sapiens	0.041	brenda
EC1.1.1.145	5beta-pregnane-3,20-dione	homo sapiens	0.063	brenda
EC1.1.1.145	5beta-pregnane-3beta,20alpha-diol	homo sapiens	0.014	brenda
EC1.1.1.145	6-tert-butyl-2,3-epoxy-5-cyclohexene-1,4-dione	homo sapiens	2	brenda
EC1.1.1.145	9,10-phenanthrenequinone	homo sapiens	11.8	brenda
EC1.1.1.145	all-trans-retinal	homo sapiens	0.05	brenda
EC1.1.1.145	allopregnanolone	bos taurus	0.0233	brenda
EC1.1.1.145	androstenediol	bos taurus	0.0333	brenda
EC1.1.1.145	benzil	homo sapiens	31.7	brenda
EC1.1.1.145	dehydroepiandrosterone	bos taurus	0.0333	brenda
EC1.1.1.145	dehydroepiandrosterone	homo sapiens	0.145	brenda
EC1.1.1.145	dehydroepiandrosterone	mycobacterium tuberculosis	11.6	brenda
EC1.1.1.145	dehydrolithocholic acid	homo sapiens	0.043	brenda
EC1.1.1.145	diacetyl	homo sapiens	28.3	brenda
EC1.1.1.145	dimethyl-2-oxo-glutarate	homo sapiens	33.3	brenda
EC1.1.1.145	hexanophenone	homo sapiens	2.7	brenda
EC1.1.1.145	isatin	homo sapiens	31.7	brenda
EC1.1.1.145	menadione	homo sapiens	0.65	brenda
EC1.1.1.145	n-butyrophenone	homo sapiens	0.85	brenda
EC1.1.1.145	nad+	homo sapiens	0.12	brenda
EC1.1.1.145	nadh	homo sapiens	1.65	brenda
EC1.1.1.145	pregnenolone	bos taurus	0.04	brenda
EC1.1.1.145	pregnenolone	mycobacterium tuberculosis	1.48	brenda
EC1.1.1.145	pyridine-4-aldehyde	homo sapiens	4.7	brenda
EC1.1.1.145	valerophenone	homo sapiens	2	brenda
EC1.1.1.146	11beta,21-dihydroxypregn-4-en-3,20-dione	rattus sp.	0.000228	brenda
EC1.1.1.146	21-hydroxy-pregn-4-en-3,11,20-trione	rattus sp.	0.000183	brenda
EC1.1.1.146	cortisol	cavia porcellus	0.04	brenda
EC1.1.1.146	cortisol	homo sapiens	0.19	brenda
EC1.1.1.146	cortisone	cavia porcellus	0.3	brenda
EC1.1.1.146	cortisone	homo sapiens	0.4	brenda
EC1.1.1.149	(s)-1-indanol	oryctolagus cuniculus	0.2	brenda
EC1.1.1.149	(s)-1-tetralol	oryctolagus cuniculus	0.217	brenda
EC1.1.1.149	17alpha-hydroxyprogesterone	rattus norvegicus	0.178	brenda
EC1.1.1.149	17beta-estradiol	oryctolagus cuniculus	0.011	brenda
EC1.1.1.149	2-tert-butyl-1,4-benzoquinone	oryctolagus cuniculus	0.183	brenda
EC1.1.1.149	20alpha-hydroxy-5alpha-pregnan-3-one	rattus norvegicus	0.785	brenda
EC1.1.1.149	20alpha-hydroxyprogesterone	oryctolagus cuniculus	0.048	brenda
EC1.1.1.149	20alpha-hydroxyprogesterone	rattus norvegicus	1.17	brenda
EC1.1.1.149	3-deoxyglucosone	oryctolagus cuniculus	0.183	brenda
EC1.1.1.149	3alpha-hydroxy-pregnan-20-one	rattus norvegicus	0.208	brenda
EC1.1.1.149	4-androstene-3,17-dione	oryctolagus cuniculus	0.043	brenda
EC1.1.1.149	4-chromanol	oryctolagus cuniculus	0.068	brenda
EC1.1.1.149	4-hydroxy-2-nonenal	oryctolagus cuniculus	0.009	brenda
EC1.1.1.149	4-nitroacetophenone	oryctolagus cuniculus	0.112	brenda
EC1.1.1.149	4-nitrobenzaldehyde	rattus norvegicus	5.91	brenda
EC1.1.1.149	4-oxo-2-hexenal	oryctolagus cuniculus	0.0115	brenda
EC1.1.1.149	4-oxo-2-nonenal	oryctolagus cuniculus	0.112	brenda
EC1.1.1.149	4-pregnen-3alpha-ol-20-one	oryctolagus cuniculus	0.032	brenda
EC1.1.1.149	5-androstene-3beta,17beta-diol	oryctolagus cuniculus	0.1	brenda
EC1.1.1.149	5alpha-androstan-3alpha,17beta-diol	oryctolagus cuniculus	0.27	brenda
EC1.1.1.149	5alpha-androstan-3alpha-ol-17-one	oryctolagus cuniculus	0.085	brenda
EC1.1.1.149	5alpha-androstan-3beta,17beta-diol	oryctolagus cuniculus	0.032	brenda
EC1.1.1.149	5alpha-androstan-3beta-ol-17-one	oryctolagus cuniculus	0.083	brenda
EC1.1.1.149	5alpha-dihydrotestosterone	oryctolagus cuniculus	0.047	brenda
EC1.1.1.149	5alpha-pregnan-20alpha-ol-3-one	oryctolagus cuniculus	0.158	brenda
EC1.1.1.149	5alpha-pregnan-3,20-dione	oryctolagus cuniculus	0.018	brenda
EC1.1.1.149	5alpha-pregnan-3alpha,20alpha-diol	oryctolagus cuniculus	0.025	brenda
EC1.1.1.149	5alpha-pregnan-3alpha,21-diol-20-one	oryctolagus cuniculus	0.018	brenda
EC1.1.1.149	5alpha-pregnan-3alpha-ol-20-one	oryctolagus cuniculus	0.032	brenda
EC1.1.1.149	5beta-androstan-17beta-ol-3-one	oryctolagus cuniculus	0.153	brenda
EC1.1.1.149	5beta-androstan-3alpha,17beta-diol	oryctolagus cuniculus	0.25	brenda
EC1.1.1.149	5beta-androstan-3alpha-ol-17-one	oryctolagus cuniculus	0.067	brenda
EC1.1.1.149	5beta-androstan-3beta,17beta-diol	oryctolagus cuniculus	0.033	brenda
EC1.1.1.149	5beta-androstan-3beta-ol-17-one	oryctolagus cuniculus	0.045	brenda
EC1.1.1.149	5beta-pregnan-20alpha-ol-3-one	oryctolagus cuniculus	0.153	brenda
EC1.1.1.149	5beta-pregnan-3,20-dione	oryctolagus cuniculus	0.028	brenda
EC1.1.1.149	5beta-pregnan-3alpha,20alpha-diol	oryctolagus cuniculus	0.283	brenda
EC1.1.1.149	5beta-pregnan-3alpha,21-diol-20-one	oryctolagus cuniculus	0.017	brenda
EC1.1.1.149	5beta-pregnan-3alpha-ol-20-one	oryctolagus cuniculus	0.03	brenda
EC1.1.1.149	6-tert-butyl-2,3-epoxy-5-cyclohexen-1,4-dione	oryctolagus cuniculus	0.167	brenda
EC1.1.1.149	7alpha-hydroxy-dehydroepiandrosterone	oryctolagus cuniculus	0.043	brenda
EC1.1.1.149	9,10-phenanthrenequinone	rattus norvegicus	7.7	brenda
EC1.1.1.149	acetoin	oryctolagus cuniculus	0.097	brenda
EC1.1.1.149	acrolein	oryctolagus cuniculus	0.035	brenda
EC1.1.1.149	all-trans-retinal	oryctolagus cuniculus	0.0085	brenda
EC1.1.1.149	alpha-tetralone	oryctolagus cuniculus	0.053	brenda
EC1.1.1.149	befunolol	oryctolagus cuniculus	0.117	brenda
EC1.1.1.149	beta-ionol	oryctolagus cuniculus	0.233	brenda
EC1.1.1.149	d,l-glyceraldehyde	rattus norvegicus	0.215	brenda
EC1.1.1.149	dehydroepiandrosterone 3-sulfate	oryctolagus cuniculus	0.08	brenda
EC1.1.1.149	dehydroepiandrosterone	oryctolagus cuniculus	0.155	brenda
EC1.1.1.149	diacetyl	oryctolagus cuniculus	0.158	brenda
EC1.1.1.149	estrone 3-sulfate	oryctolagus cuniculus	0.098	brenda
EC1.1.1.149	estrone	oryctolagus cuniculus	0.017	brenda
EC1.1.1.149	geraniol	oryctolagus cuniculus	0.033	brenda
EC1.1.1.149	hexanal	oryctolagus cuniculus	0.043	brenda
EC1.1.1.149	isatin	oryctolagus cuniculus	0.137	brenda
EC1.1.1.149	isocaproaldehyde	oryctolagus cuniculus	0.023	brenda
EC1.1.1.149	ketotifen	oryctolagus cuniculus	0.02	brenda
EC1.1.1.149	menadione	oryctolagus cuniculus	0.125	brenda
EC1.1.1.149	methylglyoxal	oryctolagus cuniculus	0.12	brenda
EC1.1.1.149	nadp+	rattus norvegicus	1.52	brenda
EC1.1.1.149	nadph	rattus norvegicus	1.43	brenda
EC1.1.1.149	nonanal	oryctolagus cuniculus	0.032	brenda
EC1.1.1.149	progesterone	oryctolagus cuniculus	0.027	brenda
EC1.1.1.149	progesterone	rattus norvegicus	1.65	brenda
EC1.1.1.149	pyridine 3-aldehyde	oryctolagus cuniculus	0.132	brenda
EC1.1.1.149	testosterone	oryctolagus cuniculus	0.057	brenda
EC1.1.1.149	trans-2-hexenal	oryctolagus cuniculus	0.025	brenda
EC1.1.1.149	trans-2-nonenal	oryctolagus cuniculus	0.02	brenda
EC1.1.1.149	trans-benzene dihydrodiol	oryctolagus cuniculus	0.108	brenda
EC1.1.1.153	1,2-naphthoquinone	homo sapiens	0.627	brenda
EC1.1.1.153	1,4-naphthoquinone	homo sapiens	0.45	brenda
EC1.1.1.153	2,3-dimethoxynaphthalene-1,4-dione	homo sapiens	1.43	brenda
EC1.1.1.153	9,10-phenanthrenequinone	homo sapiens	0.627	brenda
EC1.1.1.153	menadione	homo sapiens	1.45	brenda
EC1.1.1.153	sepiapterin	homo sapiens	1.61	brenda
EC1.1.1.154	(s)-ureidoglycolate	escherichia coli	57	brenda
EC1.1.1.154	nad+	escherichia coli	62	brenda
EC1.1.1.159	chenodeoxycholic acid	escherichia coli	8.18	brenda
EC1.1.1.159	cholic acid	escherichia coli	151	brenda
EC1.1.1.159	glycocholic acid	escherichia coli	0.417	brenda
EC1.1.1.159	nadp+	clostridium sardiniense	13.76	brenda
EC1.1.1.159	taurochenodeoxycholic acid	escherichia coli	3.43	brenda
EC1.1.1.159	taurocholic acid	escherichia coli	3.13	brenda
EC1.1.1.16	galactitol	rhizobium leguminosarum	13.91	brenda
EC1.1.1.169	(r)-4-dehydropantoate	staphylococcus aureus	16.6	brenda
EC1.1.1.169	(r)-pantoate	thermococcus kodakarensis	3.8	brenda
EC1.1.1.169	2-dehydropantoate	escherichia coli	25	brenda
EC1.1.1.169	2-dehydropantoate	thermococcus kodakarensis	23.1	brenda
EC1.1.1.169	ketopantoate	escherichia coli	40	brenda
EC1.1.1.169	nad+	thermococcus kodakarensis	2.41	brenda
EC1.1.1.169	nadh	thermococcus kodakarensis	19.7	brenda
EC1.1.1.169	nadph	escherichia coli	25	brenda
EC1.1.1.169	nadph	staphylococcus aureus	16.8	brenda
EC1.1.1.169	nadph	thermococcus kodakarensis	2.22	brenda
EC1.1.1.17	d-fructose 6-phosphate	aspergillus fumigatus	132	brenda
EC1.1.1.17	d-mannitol 1-phosphate	aspergillus fumigatus	10.6	brenda
EC1.1.1.173	l-rhamnose	debaryomyces hansenii	2860	brenda
EC1.1.1.173	l-rhamnose	scheffersomyces stipitis	1510	brenda
EC1.1.1.175	d-xylose	caulobacter vibrioides	30.3	brenda
EC1.1.1.175	l-arabinose	caulobacter vibrioides	29.2	brenda
EC1.1.1.175	nad+	caulobacter vibrioides	35.7	brenda
EC1.1.1.179	2-deoxy-d-glucose	sus scrofa	22	brenda
EC1.1.1.179	d-arabinose	sus scrofa	9	brenda
EC1.1.1.179	d-galactose	sus scrofa	12	brenda
EC1.1.1.179	d-glucose	haloarcula marismortui	273	brenda
EC1.1.1.179	d-glucose	sus scrofa	16	brenda
EC1.1.1.179	d-glucose	trichoderma reesei	5.7	brenda
EC1.1.1.179	d-ribose	haloarcula marismortui	360	brenda
EC1.1.1.179	d-ribose	sus scrofa	40	brenda
EC1.1.1.179	d-xylose	haloarcula marismortui	356	brenda
EC1.1.1.179	d-xylose	macaca fascicularis	2.6	brenda
EC1.1.1.179	d-xylose	paenarthrobacter nicotinovorans	14.9	brenda
EC1.1.1.179	d-xylose	sus scrofa	58	brenda
EC1.1.1.179	d-xylose	trichoderma reesei	21.8	brenda
EC1.1.1.179	l-arabinose	sus scrofa	45	brenda
EC1.1.1.179	nad+	paenarthrobacter nicotinovorans	1.5	brenda
EC1.1.1.179	nadp+	paenarthrobacter nicotinovorans	10.5	brenda
EC1.1.1.18	myo-inositol	bacillus subtilis	58	brenda
EC1.1.1.183	geraniol	zingiber officinale	5.4	brenda
EC1.1.1.183	nadp+	zingiber officinale	5	brenda
EC1.1.1.183	nerol	zingiber officinale	4.6	brenda
EC1.1.1.184	(r)-2-butanol	methanobacterium palustre	177	brenda
EC1.1.1.184	(s)-2-butanol	methanobacterium palustre	123	brenda
EC1.1.1.184	1,2-naphthoquinone	homo sapiens	6.7	brenda
EC1.1.1.184	1,4-naphthoquinone	homo sapiens	0.55	brenda
EC1.1.1.184	1-(3-methyl-1,4-dioxidoquinoxalin-2-yl)ethanone	gallus gallus	0.00062	brenda
EC1.1.1.184	1-(3-methyl-1,4-dioxidoquinoxalin-2-yl)ethanone	sus scrofa	0.00027	brenda
EC1.1.1.184	1-(3-methyl-4-oxidoquinoxalin-2-yl)ethanone	gallus gallus	2.72	brenda
EC1.1.1.184	1-(3-methyl-4-oxidoquinoxalin-2-yl)ethanone	sus scrofa	2.89	brenda
EC1.1.1.184	1-phenylisatin	canis lupus familiaris	17	brenda
EC1.1.1.184	16-ketoestrone	canis lupus familiaris	20	brenda
EC1.1.1.184	2,2,2-trifluoroacetophenone	thermotoga maritima	16.4	brenda
EC1.1.1.184	2,3-butanediol	methanobacterium palustre	26	brenda
EC1.1.1.184	2,3-heptanedione	canis lupus familiaris	23	brenda
EC1.1.1.184	2,3-hexanedione	canis lupus familiaris	24	brenda
EC1.1.1.184	2,3-hexanedione	homo sapiens	5.13	brenda
EC1.1.1.184	2,3-pentanedione	canis lupus familiaris	23	brenda
EC1.1.1.184	2,3-pentanedione	gluconobacter oxydans	36.7	brenda
EC1.1.1.184	2-butanol	methanobacterium palustre	149	brenda
EC1.1.1.184	2-butanone	methanobacterium palustre	86	brenda
EC1.1.1.184	2-hydroxyacetophenone	candida parapsilosis	1.48	brenda
EC1.1.1.184	2-pentanol	methanobacterium palustre	5	brenda
EC1.1.1.184	2-pentanone	methanobacterium palustre	18	brenda
EC1.1.1.184	2-propanol	methanobacterium palustre	243	brenda
EC1.1.1.184	3-glutathionyl-4-hydroxynonanal	homo sapiens	6.75	brenda
EC1.1.1.184	3-glutathionyl-hexanal	homo sapiens	30.5	brenda
EC1.1.1.184	3-glutathionyl-nonanal	homo sapiens	30.8	brenda
EC1.1.1.184	3-glutathionyl-propanal	homo sapiens	190.8	brenda
EC1.1.1.184	4-(methylnitrosamino)-1-(3-pyridyl)-1-butanone	homo sapiens	2.02	brenda
EC1.1.1.184	4-benzoylpyridine	canis lupus familiaris	17	brenda
EC1.1.1.184	4-benzoylpyridine	cricetulus griseus	1.967	brenda
EC1.1.1.184	4-benzoylpyridine	homo sapiens	6.3	sabiork
EC1.1.1.184	4-benzoylpyridine	rattus norvegicus	0.23	brenda
EC1.1.1.184	4-hexanoylpyridine	canis lupus familiaris	17	brenda
EC1.1.1.184	4-nitrobenzaldehyde	cricetulus griseus	1.087	brenda
EC1.1.1.184	4-nitrobenzaldehyde	gallus gallus	3.48	brenda
EC1.1.1.184	4-nitrobenzaldehyde	homo sapiens	0.0098	brenda
EC1.1.1.184	4-oxonon-2-enal	homo sapiens	220	brenda
EC1.1.1.184	9,10-phenanthrenequinone	aeropyrum pernix	1.27	brenda
EC1.1.1.184	9,10-phenanthrenequinone	canis lupus familiaris	20	brenda
EC1.1.1.184	9,10-phenanthrenequinone	gallus gallus	2.33	brenda
EC1.1.1.184	9,10-phenanthrenequinone	homo sapiens	9.77	brenda
EC1.1.1.184	9-cis-retinal	canis lupus familiaris	0.07	brenda
EC1.1.1.184	acenaphthenequinone	canis lupus familiaris	13	brenda
EC1.1.1.184	acetoin	methanobacterium palustre	183	brenda
EC1.1.1.184	acetone	gallus gallus	0.18	brenda
EC1.1.1.184	all-trans-retinal	canis lupus familiaris	0.08	brenda
EC1.1.1.184	all-trans-retinol	canis lupus familiaris	0.01	brenda
EC1.1.1.184	benzoylformic acid ethyl ester	canis lupus familiaris	32	brenda
EC1.1.1.184	cycloheptanone	methanobacterium palustre	6	brenda
EC1.1.1.184	cyclohexanol	methanobacterium palustre	5	brenda
EC1.1.1.184	cyclohexanone	methanobacterium palustre	86	brenda
EC1.1.1.184	cyclopentanol	methanobacterium palustre	106	brenda
EC1.1.1.184	cyclopentanone	methanobacterium palustre	80	brenda
EC1.1.1.184	daunorubicin	canis lupus familiaris	3.52	brenda
EC1.1.1.184	daunorubicin	homo sapiens	91	brenda
EC1.1.1.184	diacetyl	methanobacterium palustre	609	brenda
EC1.1.1.184	doxorubicin	homo sapiens	0.21	brenda
